index;periode;session_start_time;session_end_time;consumption_kw;charging_start_time;charging_end_time;session_duration;charging_duration;max_power_kW
1388;Autres;2023-04-17 08:31:00;2023-04-17 12:51:00;18,964;2023-04-17 08:31:00;2023-04-17 12:22:00;260;231;6,6
1389;Autres;2023-04-16 09:20:00;2023-04-16 12:25:00;20,897;2023-04-16 09:20:00;2023-04-16 12:10:00;186;171;7,6
1390;Autres;2023-04-15 17:41:00;2023-04-16 12:25:00;0,1;2023-04-15 17:41:00;2023-04-16 12:25:00;1124;1124;0
1391;Autres;2023-04-16 08:51:00;2023-04-16 12:16:00;9,637;2023-04-16 08:51:00;2023-04-16 12:16:00;205;205;3,5
1392;Autres;2023-04-15 07:13:00;2023-04-15 18:11:00;44,242;2023-04-15 07:13:00;2023-04-15 13:55:00;659;403;6,9
1393;Autres;2023-04-15 13:33:00;2023-04-15 17:21:00;11,884;2023-04-15 13:33:00;2023-04-15 17:21:00;228;228;3,5
1394;Autres;2023-04-14 18:43:00;2023-04-15 08:56:00;37,061;2023-04-14 18:43:00;2023-04-15 07:51:00;854;788;7,8
1395;Autres;2023-04-14 08:00:00;2023-04-14 19:27:00;35,578;2023-04-14 08:00:00;2023-04-14 19:26:00;687;687;7,3
1396;Autres;2023-04-14 11:58:00;2023-04-14 19:06:00;5,671;2023-04-14 11:58:00;2023-04-14 13:54:00;428;116;3,3
1397;Autres;2023-04-14 12:42:00;2023-04-14 18:53:00;44,849;2023-04-14 12:42:00;2023-04-14 18:53:00;372;372;7,4
1398;Autres;2023-04-14 09:02:00;2023-04-14 17:27:00;25,906;2023-04-14 09:02:00;2023-04-14 13:50:00;506;289;6,8
1399;Autres;2023-04-14 08:59:00;2023-04-14 16:46:00;10,939;2023-04-14 08:59:00;2023-04-14 15:28:00;467;390;3,5
1400;Autres;2023-04-14 08:12:00;2023-04-14 16:39:00;30,23;2023-04-14 08:12:00;2023-04-14 12:45:00;508;274;7,5
1401;Autres;2023-04-14 08:50:00;2023-04-14 16:33:00;4,55;2023-04-14 08:50:00;2023-04-14 10:45:00;464;116;2,5
1402;Autres;2023-04-14 12:51:00;2023-04-14 13:49:00;6,709;2023-04-14 12:51:00;2023-04-14 13:49:00;58;58;7
1403;Autres;2023-04-14 08:16:00;2023-04-14 12:41:00;18,178;2023-04-14 08:16:00;2023-04-14 12:41:00;266;265;6,8
1404;Autres;2023-04-14 07:23:00;2023-04-14 12:23:00;2,354;2023-04-14 07:23:00;2023-04-14 08:58:00;300;96;1,6
1405;Autres;2023-04-14 08:44:00;2023-04-14 11:47:00;14,164;2023-04-14 08:44:00;2023-04-14 11:40:00;183;177;6,6
1406;Autres;2023-04-13 09:15:00;2023-04-13 17:29:00;9,635;2023-04-13 09:15:00;2023-04-13 15:23:00;494;368;3,5
1407;Autres;2023-04-13 12:45:00;2023-04-13 17:15:00;6,341;2023-04-13 12:45:00;2023-04-13 15:26:00;270;161;2,5
1408;Autres;2023-04-13 09:45:00;2023-04-13 16:25:00;13,133;2023-04-13 09:45:00;2023-04-13 14:01:00;401;257;3,6
1409;Autres;2023-04-13 09:17:00;2023-04-13 15:52:00;19,107;2023-04-13 09:17:00;2023-04-13 11:50:00;395;153;8,2
1410;Autres;2023-04-13 10:42:00;2023-04-13 15:33:00;33,543;2023-04-13 10:42:00;2023-04-13 15:33:00;291;291;7,2
1411;Autres;2023-04-13 11:46:00;2023-04-13 12:19:00;2,654;2023-04-13 11:55:00;2023-04-13 12:19:00;34;25;6,6
1412;Autres;2023-04-13 08:17:00;2023-04-13 12:06:00;3,68;2023-04-13 08:17:00;2023-04-13 10:42:00;229;146;1,6
1413;Autres;2023-04-13 09:05:00;2023-04-13 11:37:00;18,997;2023-04-13 09:05:00;2023-04-13 11:37:00;153;153;7,7
1414;Autres;2023-04-12 12:26:00;2023-04-12 19:11:00;37,337;2023-04-12 12:26:00;2023-04-12 18:00:00;406;335;7,2
1415;Autres;2023-04-12 10:10:00;2023-04-12 19:08:00;6,325;2023-04-12 10:10:00;2023-04-12 12:18:00;538;128;3,6
1416;Autres;2023-04-12 13:30:00;2023-04-12 17:31:00;12,328;2023-04-12 13:30:00;2023-04-12 17:19:00;242;230;3,5
1417;Autres;2023-04-11 09:18:00;2023-04-11 19:24:00;12,842;2023-04-11 09:18:00;2023-04-11 19:24:00;607;607;3,6
1418;Autres;2023-04-11 11:20:00;2023-04-11 19:15:00;5,86;2023-04-11 11:20:00;2023-04-11 13:23:00;475;123;3,5
1419;Autres;2023-04-11 14:02:00;2023-04-11 17:52:00;17,259;2023-04-11 14:02:00;2023-04-11 16:41:00;231;159;7,1
1420;Autres;2023-04-11 07:07:00;2023-04-11 17:49:00;60,102;2023-04-11 07:07:00;2023-04-11 15:55:00;642;528;7,1
1421;Autres;2023-04-11 09:17:00;2023-04-11 17:00:00;31,361;2023-04-11 09:17:00;2023-04-11 14:40:00;464;323;6,6
1422;Autres;2023-04-11 07:36:00;2023-04-11 13:55:00;26,461;2023-04-11 07:36:00;2023-04-11 11:38:00;379;242;7,3
1423;Autres;2023-04-11 10:18:00;2023-04-11 12:44:00;5,768;2023-04-11 10:18:00;2023-04-11 12:44:00;147;146;2,5
1424;Autres;2023-04-11 09:02:00;2023-04-11 12:32:00;22,351;2023-04-11 09:02:00;2023-04-11 12:32:00;211;211;6,8
1425;Autres;2023-04-10 14:57:00;2023-04-11 08:19:00;17,267;2023-04-10 14:57:00;2023-04-10 20:58:00;1043;362;3,5
1426;Autres;2023-04-10 12:55:00;2023-04-10 17:30:00;34,56;2023-04-10 12:56:00;2023-04-10 17:30:00;275;275;7,8
1427;Autres;2023-04-08 21:16:00;2023-04-09 09:32:00;13,919;2023-04-08 21:16:00;2023-04-09 02:04:00;737;289;3,6
1428;Autres;2023-04-07 07:55:00;2023-04-07 19:15:00;8,363;2023-04-07 07:55:00;2023-04-07 19:15:00;681;681;7,3
1429;Autres;2023-04-07 09:48:00;2023-04-07 18:08:00;55,968;2023-04-07 09:48:00;2023-04-07 17:30:00;501;462;7,4
1430;Autres;2023-04-07 11:04:00;2023-04-07 18:07:00;8,549;2023-04-07 11:05:00;2023-04-07 13:52:00;423;168;3,4
1431;Autres;2023-04-07 08:49:00;2023-04-07 16:39:00;7,426;2023-04-07 08:49:00;2023-04-07 11:57:00;471;188;2,5
1432;Autres;2023-04-07 09:04:00;2023-04-07 16:26:00;12,137;2023-04-07 09:04:00;2023-04-07 15:59:00;443;415;3,5
1433;Autres;2023-04-07 11:26:00;2023-04-07 14:54:00;10,935;2023-04-07 11:26:00;2023-04-07 14:54:00;208;208;3,5
1434;Autres;2023-04-07 12:47:00;2023-04-07 13:54:00;7,773;2023-04-07 12:48:00;2023-04-07 13:54:00;67;67;7,1
1435;Autres;2023-04-07 08:44:00;2023-04-07 13:53:00;7,801;2023-04-07 08:44:00;2023-04-07 10:37:00;309;114;6,5
1436;Autres;2023-04-07 07:22:00;2023-04-07 11:59:00;3,561;2023-04-07 07:22:00;2023-04-07 09:43:00;277;141;1,6
1437;Autres;2023-04-06 21:57:00;2023-04-07 08:02:00;17,191;2023-04-06 21:57:00;2023-04-07 05:28:00;606;452;7,8
1438;Autres;2023-04-06 09:27:00;2023-04-06 21:55:00;9,322;2023-04-06 09:27:00;2023-04-06 18:32:00;749;546;3,5
1439;Autres;2023-04-06 11:07:00;2023-04-06 20:02:00;5,056;2023-04-06 11:07:00;2023-04-06 12:55:00;536;109;3,3
1440;Autres;2023-04-06 08:11:00;2023-04-06 19:47:00;35,798;2023-04-06 08:11:00;2023-04-06 13:23:00;697;313;7,3
1441;Autres;2023-04-06 13:09:00;2023-04-06 18:27:00;38,453;2023-04-06 13:09:00;2023-04-06 18:27:00;319;319;7,5
1442;Autres;2023-04-06 10:11:00;2023-04-06 17:09:00;26,584;2023-04-06 10:11:00;2023-04-06 14:12:00;419;242;7,4
1443;Autres;2023-04-06 12:14:00;2023-04-06 16:44:00;30,229;2023-04-06 12:14:00;2023-04-06 16:38:00;270;264;10,5
1444;Autres;2023-04-06 11:07:00;2023-04-06 15:00:00;19,197;2023-04-06 11:07:00;2023-04-06 15:00:00;234;234;6,6
1445;Autres;2023-04-06 12:09:00;2023-04-06 13:09:00;7;2023-04-06 12:09:00;2023-04-06 13:09:00;61;60;7,1
1446;Autres;2023-04-05 21:52:00;2023-04-06 08:10:00;17,033;2023-04-05 21:52:00;2023-04-06 03:34:00;618;342;4,1
1447;Autres;2023-04-05 13:24:00;2023-04-05 17:37:00;26,811;2023-04-05 13:24:00;2023-04-05 17:36:00;254;253;6,8
1448;Autres;2023-04-05 08:34:00;2023-04-05 17:32:00;32,808;2023-04-05 08:34:00;2023-04-05 13:07:00;538;273;7,5
1449;Autres;2023-04-05 13:58:00;2023-04-05 17:15:00;7,215;2023-04-05 13:58:00;2023-04-05 17:04:00;197;186;2,5
1450;Autres;2023-04-05 07:55:00;2023-04-05 17:04:00;34,259;2023-04-05 07:55:00;2023-04-05 13:02:00;549;308;7,3
1451;2023;2023-04-02 17:53:00;2023-04-05 11:19:00;41,53;2023-04-02 17:54:00;2023-04-05 09:22:00;3926;3809;7,8
1452;Autres;2023-04-04 08:57:00;2023-04-04 18:29:00;38,525;2023-04-04 08:57:00;2023-04-04 17:03:00;573;486;4,9
1453;Autres;2023-04-04 09:10:00;2023-04-04 17:10:00;40,069;2023-04-04 09:10:00;2023-04-04 15:01:00;481;352;7,3
1454;Autres;2023-04-04 07:34:00;2023-04-04 12:10:00;4,813;2023-04-04 07:34:00;2023-04-04 10:45:00;276;191;1,6
1455;Autres;2023-04-03 21:30:00;2023-04-04 08:18:00;17,908;2023-04-03 21:30:00;2023-04-04 03:45:00;649;376;3,5
1456;Autres;2023-04-03 11:32:00;2023-04-03 19:28:00;5,473;2023-04-03 11:32:00;2023-04-03 13:39:00;477;127;3,3
1457;Autres;2023-04-03 08:55:00;2023-04-03 16:36:00;34,131;2023-04-03 08:55:00;2023-04-03 14:53:00;462;359;6,8
1458;Autres;2023-04-03 12:39:00;2023-04-03 16:29:00;5,812;2023-04-03 12:39:00;2023-04-03 15:09:00;231;150;2,4
1459;Autres;2023-04-03 09:09:00;2023-04-03 16:14:00;31,013;2023-04-03 09:09:00;2023-04-03 13:39:00;426;271;7,6
1460;Autres;2023-04-03 09:22:00;2023-04-03 14:07:00;29,866;2023-04-03 09:22:00;2023-04-03 14:07:00;285;285;6,8
1461;Autres;2023-04-03 12:09:00;2023-04-03 13:55:00;12,318;2023-04-03 12:09:00;2023-04-03 13:55:00;106;106;7,1
1462;Autres;2023-04-03 08:44:00;2023-04-03 12:08:00;4,243;2023-04-03 08:44:00;2023-04-03 10:01:00;205;78;6,5
1463;Autres;2023-04-03 08:07:00;2023-04-03 11:29:00;14,869;2023-04-03 08:07:00;2023-04-03 11:29:00;203;203;6,7
1464;2023;2023-03-31 21:56:00;2023-04-01 09:08:00;16,257;2023-03-31 21:56:00;2023-04-01 03:25:00;672;330;3,5
1465;2023;2023-03-31 08:59:00;2023-03-31 21:42:00;33,641;2023-03-31 08:59:00;2023-03-31 14:09:00;764;310;7
1466;2023;2023-03-31 09:26:00;2023-03-31 21:39:00;37,279;2023-03-31 09:26:00;2023-03-31 15:00:00;733;334;7,4
1467;2023;2023-03-31 08:03:00;2023-03-31 18:43:00;8,556;2023-03-31 08:03:00;2023-03-31 09:26:00;641;83;7,5
1468;2023;2023-03-31 11:32:00;2023-03-31 18:24:00;8,608;2023-03-31 11:32:00;2023-03-31 14:19:00;413;168;3,4
1469;2023;2023-03-30 06:48:00;2023-03-31 17:12:00;56,308;2023-03-30 06:48:00;2023-03-30 15:03:00;2065;495;7,1
1470;2023;2023-03-31 08:27:00;2023-03-31 15:54:00;5,986;2023-03-31 08:27:00;2023-03-31 10:57:00;448;151;2,5
1471;2023;2023-03-31 13:05:00;2023-03-31 14:02:00;6,649;2023-03-31 13:05:00;2023-03-31 14:02:00;58;58;7,1
1472;2023;2023-03-31 07:25:00;2023-03-31 12:48:00;4,536;2023-03-31 07:25:00;2023-03-31 10:25:00;324;181;1,6
1473;2023;2023-03-31 08:11:00;2023-03-31 12:27:00;23,116;2023-03-31 08:11:00;2023-03-31 12:13:00;257;242;6,8
1474;2023;2023-03-27 17:41:00;2023-03-31 10:08:00;44,21;2023-03-27 17:41:00;2023-03-27 23:33:00;5307;352;7,7
1475;2023;2023-03-30 08:04:00;2023-03-30 19:36:00;33,231;2023-03-30 08:04:00;2023-03-30 12:51:00;692;287;7,5
1476;2023;2023-03-30 11:08:00;2023-03-30 19:34:00;8,705;2023-03-30 11:08:00;2023-03-30 14:05:00;507;178;3,5
1477;2023;2023-03-30 10:20:00;2023-03-30 16:53:00;47,848;2023-03-30 10:20:00;2023-03-30 16:53:00;394;394;7,6
1478;2023;2023-03-30 08:03:00;2023-03-30 16:01:00;30,647;2023-03-30 08:03:00;2023-03-30 12:36:00;478;273;7,3
1479;2023;2023-03-29 16:32:00;2023-03-30 12:49:00;0,023;2023-03-29 16:32:00;2023-03-30 12:49:00;1218;1218;0
1480;2023;2023-03-29 09:24:00;2023-03-29 17:50:00;28,752;2023-03-29 09:24:00;2023-03-29 14:37:00;507;314;6,8
1481;2023;2023-03-29 10:50:00;2023-03-29 16:33:00;7,231;2023-03-29 10:50:00;2023-03-29 13:53:00;344;184;2,5
1482;2023;2023-03-29 09:46:00;2023-03-29 16:25:00;20,926;2023-03-29 09:46:00;2023-03-29 13:35:00;399;230;6,6
1483;2023;2023-03-29 13:25:00;2023-03-29 16:05:00;8,143;2023-03-29 13:25:00;2023-03-29 14:48:00;161;83;7,2
1484;2023;2023-03-28 12:10:00;2023-03-28 19:44:00;8,723;2023-03-28 12:10:00;2023-03-28 15:03:00;455;174;3,4
1485;2023;2023-03-28 08:30:00;2023-03-28 17:40:00;19,633;2023-03-28 08:30:00;2023-03-28 11:29:00;551;180;7,1
1486;2023;2023-03-28 09:02:00;2023-03-28 16:28:00;7,963;2023-03-28 09:02:00;2023-03-28 10:26:00;447;85;7,1
1487;2023;2023-03-28 08:36:00;2023-03-28 13:53:00;9,807;2023-03-28 08:36:00;2023-03-28 10:51:00;318;136;6,5
1488;2023;2023-03-28 07:26:00;2023-03-28 12:12:00;4,342;2023-03-28 07:26:00;2023-03-28 10:16:00;287;171;1,6
1489;2023;2023-03-27 09:36:00;2023-03-27 19:17:00;8,176;2023-03-27 09:36:00;2023-03-27 12:17:00;582;162;3,4
1490;2023;2023-03-27 08:12:00;2023-03-27 17:23:00;25,268;2023-03-27 08:12:00;2023-03-27 12:06:00;551;234;7,4
1491;2023;2023-03-27 11:48:00;2023-03-27 16:06:00;6,705;2023-03-27 11:48:00;2023-03-27 14:39:00;258;171;2,5
1492;2023;2023-03-27 09:13:00;2023-03-27 12:44:00;22,698;2023-03-27 09:13:00;2023-03-27 12:44:00;211;211;6,8
1493;2023;2023-03-27 09:47:00;2023-03-27 12:27:00;17,539;2023-03-27 09:47:00;2023-03-27 12:27:00;161;161;6,6
1494;2023;2023-03-26 09:01:00;2023-03-26 18:27:00;60,775;2023-03-26 09:01:00;2023-03-26 17:51:00;567;530;7,1
1495;2023;2023-03-24 21:30:00;2023-03-25 09:15:00;10,704;2023-03-24 21:30:00;2023-03-25 01:26:00;706;237;3,5
1496;2023;2023-03-24 07:56:00;2023-03-24 19:26:00;9,803;2023-03-24 07:56:00;2023-03-24 19:26:00;691;691;7,3
1497;2023;2023-03-24 16:48:00;2023-03-24 17:08:00;2,122;2023-03-24 16:48:00;2023-03-24 17:08:00;20;20;6,5
1498;2023;2023-03-24 08:25:00;2023-03-24 16:43:00;27,005;2023-03-24 08:25:00;2023-03-24 13:02:00;499;278;6,6
1499;2023;2023-03-24 13:04:00;2023-03-24 15:32:00;17,891;2023-03-24 13:04:00;2023-03-24 15:32:00;148;148;7,3
1500;2023;2023-03-24 08:17:00;2023-03-24 15:30:00;25,798;2023-03-24 08:17:00;2023-03-24 12:59:00;434;282;6,6
1501;2023;2023-03-24 08:55:00;2023-03-24 14:12:00;21,787;2023-03-24 08:55:00;2023-03-24 12:14:00;318;199;7,6
1502;2023;2023-03-24 12:11:00;2023-03-24 13:09:00;6,694;2023-03-24 12:11:00;2023-03-24 13:09:00;58;58;7,2
1503;2023;2023-03-24 08:44:00;2023-03-24 12:56:00;17,886;2023-03-24 08:44:00;2023-03-24 12:20:00;252;216;6,8
1504;2023;2023-03-24 07:33:00;2023-03-24 12:26:00;3,712;2023-03-24 07:33:00;2023-03-24 09:58:00;294;146;1,6
1505;2023;2023-03-24 08:29:00;2023-03-24 12:14:00;4,68;2023-03-24 08:29:00;2023-03-24 10:30:00;226;121;2,5
1506;2023;2023-03-23 23:28:00;2023-03-24 06:00:00;12,935;2023-03-23 23:28:00;2023-03-24 03:56:00;392;269;3,5
1507;2023;2023-03-23 12:24:00;2023-03-23 19:45:00;5,199;2023-03-23 12:24:00;2023-03-23 14:09:00;442;106;3,4
1508;2023;2023-03-23 08:12:00;2023-03-23 19:40:00;35,098;2023-03-23 08:12:00;2023-03-23 13:14:00;688;303;9,2
1509;2023;2023-03-23 11:45:00;2023-03-23 16:53:00;8,207;2023-03-23 11:45:00;2023-03-23 15:15:00;308;211;2,5
1510;2023;2023-03-23 12:09:00;2023-03-23 13:09:00;6,823;2023-03-23 12:09:00;2023-03-23 13:08:00;60;60;7
1511;2023;2023-03-23 09:10:00;2023-03-23 11:26:00;17,157;2023-03-23 09:10:00;2023-03-23 11:26:00;136;136;7,6
1512;2023;2023-03-22 09:59:00;2023-03-22 19:20:00;46,12;2023-03-22 09:59:00;2023-03-22 16:22:00;562;383;7,4
1513;2023;2023-03-22 09:28:00;2023-03-22 17:41:00;31,311;2023-03-22 09:28:00;2023-03-22 15:04:00;494;337;6,6
1514;2023;2023-03-22 09:01:00;2023-03-22 12:35:00;23,354;2023-03-22 09:01:00;2023-03-22 12:35:00;214;214;6,8
1515;2023;2023-03-21 15:44:00;2023-03-21 18:13:00;3,958;2023-03-21 15:44:00;2023-03-21 17:25:00;149;101;2,4
1516;2023;2023-03-21 07:55:00;2023-03-21 17:27:00;36,009;2023-03-21 07:55:00;2023-03-21 13:17:00;573;322;7,2
1517;2023;2023-03-21 09:55:00;2023-03-21 16:57:00;22,654;2023-03-21 09:55:00;2023-03-21 14:00:00;422;245;6,7
1518;2023;2023-03-21 09:58:00;2023-03-21 14:51:00;15,302;2023-03-21 09:58:00;2023-03-21 14:51:00;294;294;3,5
1519;2023;2023-03-21 08:50:00;2023-03-21 14:05:00;37,061;2023-03-21 08:50:00;2023-03-21 14:04:00;315;314;7,6
1520;2023;2023-03-21 07:21:00;2023-03-21 12:08:00;3,832;2023-03-21 07:21:00;2023-03-21 09:52:00;287;151;1,6
1521;2023;2023-03-21 06:13:00;2023-03-21 11:36:00;23,995;2023-03-21 06:13:00;2023-03-21 10:17:00;324;245;7,2
1522;2023;2023-03-20 06:54:00;2023-03-20 17:51:00;43,11;2023-03-20 06:54:00;2023-03-20 13:26:00;658;392;7,1
1523;2023;2023-03-20 09:09:00;2023-03-20 17:09:00;48,591;2023-03-20 09:09:00;2023-03-20 16:10:00;481;422;7,3
1524;2023;2023-03-20 09:14:00;2023-03-20 14:00:00;8,599;2023-03-20 09:14:00;2023-03-20 12:50:00;287;217;2,5
1525;2023;2023-03-20 12:09:00;2023-03-20 13:14:00;7,103;2023-03-20 12:09:00;2023-03-20 13:14:00;66;66;7,2
1526;2023;2023-03-19 14:13:00;2023-03-20 07:34:00;47,046;2023-03-19 14:13:00;2023-03-19 20:23:00;1041;371;7,7
1527;2023;2023-03-17 18:27:00;2023-03-17 23:50:00;15,232;2023-03-17 18:27:00;2023-03-17 23:28:00;324;301;3,6
1528;2023;2023-03-17 07:55:00;2023-03-17 19:37:00;8,242;2023-03-17 07:55:00;2023-03-17 09:17:00;703;82;7,3
1529;2023;2023-03-17 08:58:00;2023-03-17 18:17:00;25,207;2023-03-17 08:58:00;2023-03-17 14:21:00;559;323;4,8
1530;2023;2023-03-17 08:58:00;2023-03-17 17:18:00;25,408;2023-03-17 08:59:00;2023-03-17 12:56:00;500;238;7,1
1531;2023;2023-03-17 09:11:00;2023-03-17 17:13:00;29,662;2023-03-17 09:11:00;2023-03-17 14:21:00;483;310;6,8
1532;2023;2023-03-17 06:57:00;2023-03-17 17:03:00;55,985;2023-03-17 06:57:00;2023-03-17 15:08:00;606;492;7,1
1533;2023;2023-03-17 13:28:00;2023-03-17 16:42:00;3,678;2023-03-17 13:28:00;2023-03-17 15:03:00;195;96;2,4
1534;2023;2023-03-17 06:26:00;2023-03-17 15:39:00;37,494;2023-03-17 06:26:00;2023-03-17 12:29:00;553;363;7,2
1535;2023;2023-03-17 08:30:00;2023-03-17 12:34:00;2,485;2023-03-17 08:30:00;2023-03-17 10:10:00;245;101;1,6
1536;2023;2023-03-16 08:02:00;2023-03-16 19:48:00;35,514;2023-03-16 08:02:00;2023-03-16 13:12:00;707;311;7,3
1537;2023;2023-03-16 11:12:00;2023-03-16 19:19:00;5,398;2023-03-16 11:12:00;2023-03-16 13:07:00;487;116;3,3
1538;2023;2023-03-16 12:05:00;2023-03-16 15:51:00;18,315;2023-03-16 12:05:00;2023-03-16 15:34:00;226;210;6,6
1539;2023;2023-03-16 12:09:00;2023-03-16 13:10:00;4,885;2023-03-16 12:09:00;2023-03-16 13:02:00;61;53;7
1540;2023;2023-03-16 10:02:00;2023-03-16 11:28:00;3,41;2023-03-16 10:02:00;2023-03-16 11:28:00;87;87;2,5
1541;2023;2023-03-15 19:09:00;2023-03-15 22:16:00;8,353;2023-03-15 19:09:00;2023-03-15 21:58:00;187;170;3,5
1542;2023;2023-03-15 08:40:00;2023-03-15 17:40:00;35,762;2023-03-15 08:40:00;2023-03-15 13:37:00;540;297;7,5
1543;2023;2023-03-15 07:03:00;2023-03-15 17:08:00;42,793;2023-03-15 07:03:00;2023-03-15 13:32:00;605;389;7,5
1544;2023;2023-03-15 08:30:00;2023-03-15 16:51:00;22,265;2023-03-15 08:30:00;2023-03-15 12:46:00;501;256;6,8
1545;2023;2023-03-15 08:41:00;2023-03-15 16:23:00;8,375;2023-03-15 08:41:00;2023-03-15 12:12:00;463;212;2,5
1546;2023;2023-03-15 09:25:00;2023-03-15 16:19:00;34,194;2023-03-15 09:25:00;2023-03-15 14:15:00;415;291;7,6
1547;2023;2023-03-15 08:47:00;2023-03-15 13:25:00;21,129;2023-03-15 08:47:00;2023-03-15 12:01:00;278;194;7,1
1548;2023;2023-03-15 08:13:00;2023-03-15 12:48:00;4,005;2023-03-15 08:13:00;2023-03-15 10:53:00;275;161;1,6
1549;2023;2023-03-14 11:28:00;2023-03-14 19:38:00;6,426;2023-03-14 11:28:00;2023-03-14 13:46:00;490;138;3,3
1550;2023;2023-03-14 09:22:00;2023-03-14 17:46:00;28,914;2023-03-14 09:22:00;2023-03-14 14:36:00;505;315;6,6
1551;2023;2023-03-14 06:15:00;2023-03-14 15:39:00;34,6;2023-03-14 06:15:00;2023-03-14 11:52:00;564;337;7,2
1552;2023;2023-03-14 08:59:00;2023-03-14 14:49:00;18,947;2023-03-14 08:59:00;2023-03-14 14:49:00;351;350;3,5
1553;2023;2023-03-13 09:20:00;2023-03-13 19:41:00;29,572;2023-03-13 09:20:00;2023-03-13 13:54:00;621;274;7,2
1554;2023;2023-03-13 11:36:00;2023-03-13 19:31:00;5,421;2023-03-13 11:36:00;2023-03-13 13:34:00;475;119;3,3
1555;2023;2023-03-13 08:00:00;2023-03-13 17:16:00;12,168;2023-03-13 08:00:00;2023-03-13 09:59:00;556;119;7,2
1556;2023;2023-03-13 08:14:00;2023-03-13 17:13:00;26,487;2023-03-13 08:14:00;2023-03-13 13:00:00;539;287;6,6
1557;2023;2023-03-13 08:46:00;2023-03-13 14:50:00;5,514;2023-03-13 08:46:00;2023-03-13 11:06:00;365;140;2,5
1558;2023;2023-03-13 10:17:00;2023-03-13 13:55:00;26,305;2023-03-13 10:17:00;2023-03-13 13:55:00;219;219;7,5
1559;2023;2023-03-13 13:12:00;2023-03-13 13:55:00;5,006;2023-03-13 13:12:00;2023-03-13 13:55:00;43;43;7,2
1560;2023;2023-03-13 09:07:00;2023-03-13 13:03:00;15,946;2023-03-13 09:07:00;2023-03-13 13:03:00;236;236;7,6
1561;2023;2023-03-12 18:56:00;2023-03-13 08:58:00;42,162;2023-03-12 18:56:00;2023-03-13 08:15:00;843;799;7,8
1562;2023;2023-03-11 07:08:00;2023-03-11 17:47:00;40,886;2023-03-11 07:09:00;2023-03-11 13:21:00;639;372;6,9
1563;2023;2023-03-11 10:20:00;2023-03-11 15:22:00;35,757;2023-03-11 10:20:00;2023-03-11 15:22:00;302;302;7,2
1564;2023;2023-03-10 11:43:00;2023-03-10 19:53:00;8,2;2023-03-10 11:43:00;2023-03-10 14:23:00;491;161;3,4
1565;2023;2023-03-10 10:52:00;2023-03-10 19:46:00;18,249;2023-03-10 10:52:00;2023-03-10 19:46:00;534;534;7,2
1566;2023;2023-03-10 09:09:00;2023-03-10 18:36:00;35,417;2023-03-10 09:09:00;2023-03-10 15:09:00;567;360;6,6
1567;2023;2023-03-10 08:11:00;2023-03-10 17:24:00;15,802;2023-03-10 08:11:00;2023-03-10 10:44:00;553;153;7,4
1568;2023;2023-03-10 06:22:00;2023-03-10 15:07:00;43,959;2023-03-10 06:22:00;2023-03-10 13:20:00;526;419;7,2
1569;2023;2023-03-10 07:32:00;2023-03-10 14:10:00;7,169;2023-03-10 07:32:00;2023-03-10 10:37:00;398;185;2,4
1570;2023;2023-03-09 11:25:00;2023-03-09 19:41:00;8,6;2023-03-09 11:25:00;2023-03-09 14:15:00;497;171;3,4
1571;2023;2023-03-09 11:00:00;2023-03-09 13:10:00;15,001;2023-03-09 11:00:00;2023-03-09 13:10:00;130;130;7
1572;2023;2023-03-08 18:43:00;2023-03-09 08:18:00;12,086;2023-03-08 18:43:00;2023-03-08 22:30:00;816;228;3,5
1573;2023;2023-03-08 08:10:00;2023-03-08 19:36:00;30,227;2023-03-08 08:10:00;2023-03-08 12:38:00;687;268;7,3
1574;2023;2023-03-08 13:52:00;2023-03-08 19:28:00;40,953;2023-03-08 13:52:00;2023-03-08 19:28:00;336;336;7,6
1575;2023;2023-03-08 10:51:00;2023-03-08 14:44:00;8,649;2023-03-08 10:51:00;2023-03-08 14:31:00;234;220;2,4
1576;2023;2023-03-08 07:34:00;2023-03-08 12:43:00;4,539;2023-03-08 07:34:00;2023-03-08 10:35:00;310;181;1,6
1577;2023;2023-03-08 09:21:00;2023-03-08 12:38:00;15,837;2023-03-08 09:21:00;2023-03-08 12:38:00;198;198;4,9
1578;2023;2023-03-08 09:28:00;2023-03-08 12:08:00;17,437;2023-03-08 09:28:00;2023-03-08 12:08:00;160;160;6,8
1579;2023;2023-03-07 18:22:00;2023-03-08 07:31:00;22,556;2023-03-07 18:22:00;2023-03-07 21:43:00;789;201;7,1
1580;2023;2023-03-07 12:04:00;2023-03-07 19:42:00;8,409;2023-03-07 12:04:00;2023-03-07 14:49:00;459;166;3,3
1581;2023;2023-03-07 10:40:00;2023-03-07 18:32:00;31,21;2023-03-07 10:40:00;2023-03-07 15:29:00;472;289;7,1
1582;2023;2023-03-07 15:25:00;2023-03-07 17:32:00;4,902;2023-03-07 15:26:00;2023-03-07 17:30:00;127;125;2,5
1583;2023;2023-03-07 07:59:00;2023-03-07 17:24:00;24,828;2023-03-07 07:59:00;2023-03-07 11:48:00;566;230;7,3
1584;2023;2023-03-07 13:04:00;2023-03-07 16:43:00;7,962;2023-03-07 13:04:00;2023-03-07 14:55:00;219;112;6,5
1585;2023;2023-03-07 09:22:00;2023-03-07 15:16:00;37,109;2023-03-07 09:22:00;2023-03-07 14:45:00;354;323;7,7
